ticker,t_date,h,Pt,atm_iv,em,asof_date,expiration,strike,underlying_close,logret_1d,logret_5d,logret_21d,vol_10d,vol_21d,sma5_minus_20,vol_z,RM
AAPL,2023-10-24,5,173.44000244140625,0.2920559534503675,0.0411387219462286,2023-10-24,2023-11-03,173.0,173.44000244140625,0.0025401378298752775,-0.021165064529885314,,0.11591270423317056,,,,0.01551408540970489
AAPL,2023-10-24,21,173.44000244140625,0.2920559534503675,0.0843092916715012,2023-10-24,2023-11-03,173.0,173.44000244140625,0.0025401378298752775,-0.021165064529885314,,0.11591270423317056,,,,0.09806340390611556
AAPL,2023-10-25,1,171.10000610351562,0.2920559534503675,0.0183977957558459,2023-10-24,2023-11-03,173.0,173.44000244140625,-0.013583515757294329,-0.02732625325857807,,0.11043651446926238,,,,0.024913307472257184
AAPL,2023-10-25,5,171.10000610351562,0.2920559534503675,0.0411387219462286,2023-10-24,2023-11-03,173.0,173.44000244140625,-0.013583515757294329,-0.02732625325857807,,0.11043651446926238,,,,0.016634661002843738
AAPL,2023-10-25,21,171.10000610351562,0.2920559534503675,0.0843092916715012,2023-10-24,2023-11-03,173.0,173.44000244140625,-0.013583515757294329,-0.02732625325857807,,0.11043651446926238,,,,0.10461795481236562
AAPL,2023-10-26,1,166.88999938964844,0.2920559534503675,0.0183977957558459,2023-10-24,2023-11-03,173.0,173.44000244140625,-0.024913307472257173,-0.050076225866508395,,0.13426169749235328,,,,0.007937744692775679
AAPL,2023-10-26,5,166.88999938964844,0.2920559534503675,0.0411387219462286,2023-10-24,2023-11-03,173.0,173.44000244140625,-0.024913307472257173,-0.050076225866508395,,0.13426169749235328,,,,0.06203002951957757
AAPL,2023-10-26,21,166.88999938964844,0.2920559534503675,0.0843092916715012,2023-10-24,2023-11-03,173.0,173.44000244140625,-0.024913307472257173,-0.050076225866508395,,0.13426169749235328,,,,0.1285832532754828
AAPL,2023-10-27,1,168.22000122070312,0.2920559534503675,0.0183977957558459,2023-10-24,2023-11-03,173.0,173.44000244140625,0.007937744692775084,-0.027325086651693198,,0.15492964508231966,,,,0.012230172821553692
AAPL,2023-10-27,5,168.22000122070312,0.2920559534503675,0.0411387219462286,2023-10-24,2023-11-03,173.0,173.44000244140625,0.007937744692775084,-0.027325086651693198,,0.15492964508231966,,,,0.04889768546281387
AAPL,2023-10-27,21,168.22000122070312,0.2920559534503675,0.0843092916715012,2023-10-24,2023-11-03,173.0,173.44000244140625,0.007937744692775084,-0.027325086651693198,,0.15492964508231966,,,,0.12385443651010655
AAPL,2023-10-30,1,170.2899932861328,0.2099078279405755,0.0132229502613451,2023-10-30,2023-11-10,170.0,170.2899932861328,0.012230172821554142,-0.015788767885347,,0.17931151026780404,,,,0.002814820305517639
AAPL,2023-10-30,5,170.2899932861328,0.2099078279405755,0.0295674156474664,2023-10-30,2023-11-10,170.0,170.2899932861328,0.012230172821554142,-0.015788767885347,,0.17931151026780404,,,,0.05116704679320604
AAPL,2023-10-30,21,170.2899932861328,0.2099078279405755,0.0605951704832504,2023-10-30,2023-11-10,170.0,170.2899932861328,0.012230172821554142,-0.015788767885347,,0.17931151026780404,,,,0.1061999208778719
AAPL,2023-10-31,1,170.77000427246094,0.2279848886686976,0.0143616980499552,2023-10-31,2023-11-10,171.0,170.77000427246094,0.002814820305517607,-0.01551408540970467,,0.18156087517456537,,,,0.018565230655253766
AAPL,2023-10-31,5,170.77000427246094,0.2279848886686976,0.0321137331120261,2023-10-31,2023-11-10,171.0,170.77000427246094,0.002814820305517607,-0.01551408540970467,,0.18156087517456537,,,,0.06269958005856158
AAPL,2023-10-31,21,170.77000427246094,0.2279848886686976,0.0658135684220197,2023-10-31,2023-11-10,171.0,170.77000427246094,0.002814820305517607,-0.01551408540970467,,0.18156087517456537,,,,0.1064432166495732
AAPL,2023-11-01,1,173.97000122070312,0.2279848886686976,0.0143616980499552,2023-10-31,2023-11-10,171.0,170.77000427246094,0.01856523065525373,0.016634661002843387,,0.2109963102104963,,-0.027680072040920253,0.43935152076984785,0.020482061044476387
AAPL,2023-11-01,5,173.97000122070312,0.2279848886686976,0.0321137331120261,2023-10-31,2023-11-10,171.0,170.77000427246094,0.01856523065525373,0.016634661002843387,,0.2109963102104963,,-0.027680072040920253,0.43935152076984785,0.050001998306019965
AAPL,2023-11-01,21,173.97000122070312,0.2279848886686976,0.0658135684220197,2023-10-31,2023-11-10,171.0,170.77000427246094,0.01856523065525373,0.016634661002843387,,0.2109963102104963,,-0.027680072040920253,0.43935152076984785,0.09464633490862694
AAPL,2023-11-02,1,177.57000732421875,0.2279848886686976,0.0143616980499552,2023-10-31,2023-11-10,171.0,170.77000427246094,0.020482061044476474,0.062030029519577035,,0.23675891607373842,,-0.01583882776894985,2.503417959717328,0.0051945993639879095
AAPL,2023-11-02,5,177.57000732421875,0.2279848886686976,0.0321137331120261,2023-10-31,2023-11-10,171.0,170.77000427246094,0.020482061044476474,0.062030029519577035,,0.23675891607373842,,-0.01583882776894985,2.503417959717328,0.02689198215739594
AAPL,2023-11-02,21,177.57000732421875,0.2279848886686976,0.0658135684220197,2023-10-31,2023-11-10,171.0,170.77000427246094,0.020482061044476474,0.062030029519577035,,0.23675891607373842,,-0.01583882776894985,2.503417959717328,0.06465458585799305
AAPL,2023-11-03,1,176.64999389648438,0.2279848886686976,0.0143616980499552,2023-10-31,2023-11-10,171.0,170.77000427246094,-0.005194599363988139,0.04889768546281381,0.009898762397613226,0.22307656088193067,0.18333984135499568,-0.0061392679616209585,2.25573947980789,0.014499534151946178
AAPL,2023-11-03,5,176.64999389648438,0.2279848886686976,0.0321137331120261,2023-10-31,2023-11-10,171.0,170.77000427246094,-0.005194599363988139,0.04889768546281381,0.009898762397613226,0.22307656088193067,0.18333984135499568,-0.0061392679616209585,2.25573947980789,0.05372453025361543
AAPL,2023-11-03,21,176.64999389648438,0.2279848886686976,0.0658135684220197,2023-10-31,2023-11-10,171.0,170.77000427246094,-0.005194599363988139,0.04889768546281381,0.009898762397613226,0.22307656088193067,0.18333984135499568,-0.0061392679616209585,2.25573947980789,0.09069364156839593
AAPL,2023-11-06,1,179.22999572753906,0.155133671918369,0.0097725027587687,2023-11-06,2023-11-17,179.0,179.22999572753906,0.014499534151946492,0.05116704679320616,0.009755573156237318,0.23115969791146962,0.18320100434786105,0.003858167411131759,0.6445073714645874,0.014347353570873111
AAPL,2023-11-06,5,179.22999572753906,0.155133671918369,0.0218519804789112,2023-11-06,2023-11-17,179.0,179.22999572753906,0.014499534151946492,0.05116704679320616,0.009755573156237318,0.23115969791146962,0.18320100434786105,0.003858167411131759,0.6445073714645874,0.03060430231578614
AAPL,2023-11-06,21,179.22999572753906,0.155133671918369,0.0447832336212227,2023-11-06,2023-11-17,179.0,179.22999572753906,0.014499534151946492,0.05116704679320616,0.009755573156237318,0.23115969791146962,0.18320100434786105,0.003858167411131759,0.6445073714645874,0.0704908160247037
AAPL,2023-11-07,1,181.82000732421875,0.1799216730742673,0.0113340000577423,2023-11-07,2023-11-17,182.0,181.82000732421875,0.014347353570872912,0.06269958005856147,0.015687257928321152,0.2372514907345207,0.18754558753438585,0.015014846728986394,1.1947122109917376,0.005867648902712359
AAPL,2023-11-07,5,181.82000732421875,0.1799216730742673,0.0253435945860983,2023-11-07,2023-11-17,182.0,181.82000732421875,0.014347353570872912,0.06269958005856147,0.015687257928321152,0.2372514907345207,0.18754558753438585,0.015014846728986394,1.1947122109917376,0.030441580248029804
AAPL,2023-11-07,21,181.82000732421875,0.1799216730742673,0.051938913191238,2023-11-07,2023-11-17,182.0,181.82000732421875,0.014347353570872912,0.06269958005856147,0.015687257928321152,0.2372514907345207,0.18754558753438585,0.015014846728986394,1.1947122109917376,0.06623173906656404
AAPL,2023-11-08,1,182.88999938964844,0.1799216730742673,0.0113340000577423,2023-11-07,2023-11-17,182.0,181.82000732421875,0.005867648902712297,0.050001998306020035,0.024912714537492775,0.21421211792187841,0.1877241627076342,0.02383672903756165,-0.969676693740467,0.002627955104147737
AAPL,2023-11-08,5,182.88999938964844,0.1799216730742673,0.0253435945860983,2023-11-07,2023-11-17,182.0,181.82000732421875,0.005867648902712297,0.050001998306020035,0.024912714537492775,0.21421211792187841,0.1877241627076342,0.02383672903756165,-0.969676693740467,0.027610247808065633
AAPL,2023-11-08,21,182.88999938964844,0.1799216730742673,0.051938913191238,2023-11-07,2023-11-17,182.0,181.82000732421875,0.005867648902712297,0.050001998306020035,0.024912714537492775,0.21421211792187841,0.1877241627076342,0.02383672903756165,-0.969676693740467,0.06774913014283543
AAPL,2023-11-09,1,182.41000366210935,0.1799216730742673,0.0113340000577423,2023-11-07,2023-11-17,182.0,181.82000732421875,-0.0026279551041472615,0.0268919821573963,0.014411781764487763,0.13782111333341537,0.186531899335572,0.028740193377814537,-0.4991702389860743,0.021637948732231772
AAPL,2023-11-09,5,182.41000366210935,0.1799216730742673,0.0253435945860983,2023-11-07,2023-11-17,182.0,181.82000732421875,-0.0026279551041472615,0.0268919821573963,0.014411781764487763,0.13782111333341537,0.186531899335572,0.028740193377814537,-0.4991702389860743,0.03923970497953681
AAPL,2023-11-09,21,182.41000366210935,0.1799216730742673,0.051938913191238,2023-11-07,2023-11-17,182.0,181.82000732421875,-0.0026279551041472615,0.0268919821573963,0.014411781764487763,0.13782111333341537,0.186531899335572,0.028740193377814537,-0.4991702389860743,0.05736543806211322
AAPL,2023-11-10,1,186.3999938964844,0.1799216730742673,0.0113340000577423,2023-11-07,2023-11-17,182.0,181.82000732421875,0.02163794873223157,0.05372453025361601,0.03100129594452028,0.15163218079713528,0.19980069824463853,0.036561156721030254,0.6855066283299663,0.008620693785883315
AAPL,2023-11-10,5,186.3999938964844,0.1799216730742673,0.0253435945860983,2023-11-07,2023-11-17,182.0,181.82000732421875,0.02163794873223157,0.05372453025361601,0.03100129594452028,0.15163218079713528,0.19980069824463853,0.036561156721030254,0.6855066283299663,0.017496304101829393
AAPL,2023-11-10,21,186.3999938964844,0.1799216730742673,0.051938913191238,2023-11-07,2023-11-17,182.0,181.82000732421875,0.02163794873223157,0.05372453025361601,0.03100129594452028,0.15163218079713528,0.19980069824463853,0.036561156721030254,0.6855066283299663,0.04361643710158933
AAPL,2023-11-13,1,184.8000030517578,0.1840554421960703,0.0115944030356863,2023-11-13,2023-11-24,185.0,184.8000030517578,-0.008620693785883482,0.030604302315786036,0.03272667588994782,0.17790548207932597,0.19860013229723242,0.0412608259579081,-1.4847195086119085,0.014184631503116924
AAPL,2023-11-13,5,184.8000030517578,0.1840554421960703,0.0259258733463245,2023-11-13,2023-11-24,185.0,184.8000030517578,-0.008620693785883482,0.030604302315786036,0.03272667588994782,0.17790548207932597,0.19860013229723242,0.0412608259579081,-1.4847195086119085,0.03535248626164461
AAPL,2023-11-13,21,184.8000030517578,0.1840554421960703,0.0531322295488584,2023-11-13,2023-11-24,185.0,184.8000030517578,-0.008620693785883482,0.030604302315786036,0.03272667588994782,0.17790548207932597,0.19860013229723242,0.0412608259579081,-1.4847195086119085,0.06879084827753172
AAPL,2023-11-14,1,187.44000244140625,0.2050136756079079,0.0129146476434712,2023-11-14,2023-11-24,187.0,187.44000244140625,0.014184631503116663,0.030441580248029787,0.047638465073395864,0.17746490915614743,0.20310461561281706,0.04393138738730528,0.09857789378359685,0.0030363164627480827
AAPL,2023-11-14,5,187.44000244140625,0.2050136756079079,0.0288780300362592,2023-11-14,2023-11-24,187.0,187.44000244140625,0.014184631503116663,0.030441580248029787,0.047638465073395864,0.17746490915614743,0.20310461561281706,0.04393138738730528,0.09857789378359685,0.0169280223643529
AAPL,2023-11-14,21,187.44000244140625,0.2050136756079079,0.0591823503998901,2023-11-14,2023-11-24,187.0,187.44000244140625,0.014184631503116663,0.030441580248029787,0.047638465073395864,0.17746490915614743,0.20310461561281706,0.04393138738730528,0.09857789378359685,0.055363627842565794
AAPL,2023-11-15,1,188.0099945068359,0.2050136756079079,0.0129146476434712,2023-11-14,2023-11-24,187.0,187.44000244140625,0.0030363164627482675,0.027610247808065758,0.05949832682974954,0.1718306025313709,0.19905852936176294,0.0460081842819615,-0.507383749413998,0.00900150206732359
AAPL,2023-11-15,5,188.0099945068359,0.2050136756079079,0.0288780300362592,2023-11-14,2023-11-24,187.0,187.44000244140625,0.0030363164627482675,0.027610247808065758,0.05949832682974954,0.1718306025313709,0.19905852936176294,0.0460081842819615,-0.507383749413998,0.017400012546480943
AAPL,2023-11-15,21,188.0099945068359,0.2050136756079079,0.0591823503998901,2023-11-14,2023-11-24,187.0,187.44000244140625,0.0030363164627482675,0.027610247808065758,0.05949832682974954,0.1718306025313709,0.19905852936176294,0.0460081842819615,-0.507383749413998,0.049597865309536075
AAPL,2023-11-16,1,189.7100067138672,0.2050136756079079,0.0129146476434712,2023-11-14,2023-11-24,187.0,187.44000244140625,0.009001502067323308,0.03923970497953633,0.07592215592567442,0.157063133646944,0.19651111740739124,0.049536127520392575,-0.4215402538158063,0.00010545214547580637
AAPL,2023-11-16,5,189.7100067138672,0.2050136756079079,0.0288780300362592,2023-11-14,2023-11-24,187.0,187.44000244140625,0.009001502067323308,0.03923970497953633,0.07592215592567442,0.157063133646944,0.19651111740739124,0.049536127520392575,-0.4215402538158063,0.0013695456281126867
AAPL,2023-11-16,21,189.7100067138672,0.2050136756079079,0.0591823503998901,2023-11-14,2023-11-24,187.0,187.44000244140625,0.009001502067323308,0.03923970497953633,0.07592215592567442,0.157063133646944,0.19651111740739124,0.049536127520392575,-0.4215402538158063,0.03205664832490877
AAPL,2023-11-17,1,189.69000244140625,0.2050136756079079,0.0129146476434712,2023-11-14,2023-11-24,187.0,187.44000244140625,-0.00010545214547530435,0.017496304101829452,0.07798003864452596,0.1481768234113805,0.19587690919358272,0.048579265100562,-0.6891453244178608,0.009235488373932033
AAPL,2023-11-17,5,189.69000244140625,0.2050136756079079,0.0288780300362592,2023-11-14,2023-11-24,187.0,187.44000244140625,-0.00010545214547530435,0.017496304101829452,0.07798003864452596,0.1481768234113805,0.19587690919358272,0.048579265100562,-0.6891453244178608,0.0005269887644483532
AAPL,2023-11-17,21,189.69000244140625,0.2050136756079079,0.0591823503998901,2023-11-14,2023-11-24,187.0,187.44000244140625,-0.00010545214547530435,0.017496304101829452,0.07798003864452596,0.1481768234113805,0.19587690919358272,0.048579265100562,-0.6891453244178608,0.03750795260721942
AAPL,2023-11-20,1,191.4499969482422,0.1933945807788731,0.0121827134678212,2023-11-20,2023-12-01,191.0,191.4499969482422,0.009235488373931844,0.03535248626164478,0.10202892154049792,0.14310798068632452,0.18460812691975015,0.050261164799148696,-1.035258676326396,0.004239832394175006
AAPL,2023-11-20,5,191.4499969482422,0.1933945807788731,0.0272413754644503,2023-11-20,2023-12-01,191.0,191.4499969482422,0.009235488373931844,0.03535248626164478,0.10202892154049792,0.14310798068632452,0.18460812691975015,0.050261164799148696,-1.035258676326396,0.005499571682084252
AAPL,2023-11-20,21,191.4499969482422,0.1933945807788731,0.0558282066362486,2023-11-20,2023-12-01,191.0,191.4499969482422,0.009235488373931844,0.03535248626164478,0.10202892154049792,0.14310798068632452,0.18460812691975015,0.050261164799148696,-1.035258676326396,0.01750073087294391
AAPL,2023-11-21,1,190.63999938964844,0.2287118686811462,0.0144074934861708,2023-11-21,2023-12-01,191.0,190.63999938964844,-0.004239832394175025,0.01692802236435309,0.09709523509111495,0.14531860168864463,0.18678876841862618,0.049320706146409064,-1.714339077509803,0.003508306644876359
AAPL,2023-11-21,5,190.63999938964844,0.2287118686811462,0.0322161348204634,2023-11-21,2023-12-01,191.0,190.63999938964844,-0.004239832394175025,0.01692802236435309,0.09709523509111495,0.14531860168864463,0.18678876841862618,0.049320706146409064,-1.714339077509803,0.006684082098590131
AAPL,2023-11-21,21,190.63999938964844,0.2287118686811462,0.066023429474961,2023-11-21,2023-12-01,191.0,190.63999938964844,-0.004239832394175025,0.01692802236435309,0.09709523509111495,0.14531860168864463,0.18678876841862618,0.049320706146409064,-1.714339077509803,0.020970317754523907
AAPL,2023-11-22,1,191.30999755859375,0.2287118686811462,0.0144074934861708,2023-11-21,2023-12-01,191.0,190.63999938964844,0.0035083066448766687,0.01740001254648149,0.09806340390611634,0.1452872380135061,0.18668278076840006,0.04731587759533402,-1.417821012818373,0.007028964851045005
AAPL,2023-11-22,5,191.30999755859375,0.2287118686811462,0.0322161348204634,2023-11-21,2023-12-01,191.0,190.63999938964844,0.0035083066448766687,0.01740001254648149,0.09806340390611634,0.1452872380135061,0.18668278076840006,0.04731587759533402,-1.417821012818373,0.007134272666247307
AAPL,2023-11-22,21,191.30999755859375,0.2287118686811462,0.066023429474961,2023-11-21,2023-12-01,191.0,190.63999938964844,0.0035083066448766687,0.01740001254648149,0.09806340390611634,0.1452872380135061,0.18668278076840006,0.04731587759533402,-1.417821012818373,0.011899070135129171
AAPL,2023-11-24,1,189.97000122070312,0.2287118686811462,0.0144074934861708,2023-11-21,2023-12-01,191.0,190.63999938964844,-0.007028964851045316,0.001369545628112867,0.10461795481236535,0.15281839399655398,0.17986394717078147,0.04184870866966207,-2.2392383924578785,0.0009480090091400063
AAPL,2023-11-24,5,189.97000122070312,0.2287118686811462,0.0322161348204634,2023-11-21,2023-12-01,191.0,190.63999938964844,-0.007028964851045316,0.001369545628112867,0.10461795481236535,0.15281839399655398,0.17986394717078147,0.04184870866966207,-2.2392383924578785,0.006663041099105155
AAPL,2023-11-24,21,189.97000122070312,0.2287118686811462,0.066023429474961,2023-11-21,2023-12-01,191.0,190.63999938964844,-0.007028964851045316,0.001369545628112867,0.10461795481236535,0.15281839399655398,0.17986394717078147,0.04184870866966207,-2.2392383924578785,0.016083067135640835
AAPL,2023-11-27,1,189.7899932861328,0.1454908273966212,0.0091650606507733,2023-11-27,2023-12-08,190.0,189.7899932861328,-0.0009480090091402715,0.0005269887644478999,0.12858325327548226,0.11822421343431273,0.145563192604441,0.0363111757549016,-0.9254593502433467,0.0032089279273993677
AAPL,2023-11-27,5,189.7899932861328,0.1454908273966212,0.0204936986330377,2023-11-27,2023-12-08,190.0,189.7899932861328,-0.0009480090091402715,0.0005269887644478999,0.12858325327548226,0.11822421343431273,0.145563192604441,0.0363111757549016,-0.9254593502433467,0.0018986378979122722
AAPL,2023-11-27,21,189.7899932861328,0.1454908273966212,0.0419995841810303,2023-11-27,2023-12-08,190.0,189.7899932861328,-0.0009480090091402715,0.0005269887644478999,0.12858325327548226,0.11822421343431273,0.145563192604441,0.0363111757549016,-0.9254593502433467,0.01754889513883055
AAPL,2023-11-28,1,190.3999938964844,0.1532499586714523,0.0096538399779902,2023-11-28,2023-12-08,190.0,190.3999938964844,0.003208927927399685,-0.005499571682084259,0.12385443651010686,0.10294963747362607,0.14574199387001732,0.029810910419204816,-1.0059688226781063,0.005424342810680806
AAPL,2023-11-28,5,190.3999938964844,0.1532499586714523,0.0215866424346912,2023-11-28,2023-12-08,190.0,190.3999938964844,0.003208927927399685,-0.005499571682084259,0.12385443651010686,0.10294963747362607,0.14574199387001732,0.029810910419204816,-1.0059688226781063,0.0157368905211033
AAPL,2023-11-28,21,190.3999938964844,0.1532499586714523,0.044239452446131,2023-11-28,2023-12-08,190.0,190.3999938964844,0.003208927927399685,-0.005499571682084259,0.12385443651010686,0.10294963747362607,0.14574199387001732,0.029810910419204816,-1.0059688226781063,0.016563782878861733
AAPL,2023-11-29,1,189.3699951171875,0.1532499586714523,0.0096538399779902,2023-11-28,2023-12-08,190.0,190.3999938964844,-0.005424342810680827,-0.006684082098590061,0.10619992087787189,0.08938849523369315,0.14887475259180827,0.023720741833239974,-0.6713340972289253,0.0030581160772190498
AAPL,2023-11-29,5,189.3699951171875,0.1532499586714523,0.0215866424346912,2023-11-28,2023-12-08,190.0,190.3999938964844,-0.005424342810680827,-0.006684082098590061,0.10619992087787189,0.08938849523369315,0.14887475259180827,0.023720741833239974,-0.6713340972289253,0.015457941940037936
